Rank,country,Population, % of World Population,Date,Source_x,age,gender,image,name,position,Source_y,worth BUSD, worthChange millions USD
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,61,None,https://specials-images.forbesimg.com/imageserve/5a7ce4d34bbe6f2652f50f9c/416x416.jpg?background=000000&cropX1=1566&cropX2=2400&cropY1=491&cropY2=1325,peng jianhu,2083,Media & Entertainment  ==> tourism,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,45,None,https://specials-images.forbesimg.com/imageserve/01ced083e93c20caaf0fcb876be45608/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743,lucy peng,2084,Technology  ==> e-commerce,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,61,Male,https://specials-images.forbesimg.com/imageserve/58b7485a31358e1a35ac5079/416x416.jpg?background=000000&cropX1=39&cropX2=680&cropY1=35&cropY2=676,wang miaotong,2113,Automotive  ==> auto parts,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,56,Male,https://specials-images.forbesimg.com/imageserve/888de6700061e95179d28f706cfe2196/416x416.jpg?background=000000&cropX1=50&cropX2=697&cropY1=0&cropY2=648,wen jianping,2115,Service  ==> sewage treatment,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,42,None,https://specials-images.forbesimg.com/imageserve/43cf0251db56b4feefcd4ddd877d09ed/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=31&cropY2=772,yao jinbo,2119,Technology  ==> online marketplace,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,62,None,https://specials-images.forbesimg.com/imageserve/5a8df6004bbe6f2652f62c45/416x416.jpg?background=000000&cropX1=0&cropX2=2158&cropY1=107&cropY2=2267,chen jianming,2131,Real Estate  ==> real estate,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,56,Male,https://specials-images.forbesimg.com/imageserve/f9d6a064550c4c3c3bda90dae6c1efe2/416x416.jpg?background=000000&cropX1=39&cropX2=744&cropY1=32&cropY2=738,jiang wei,2151,Healthcare  ==> pharmaceuticals,1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,51,None,https://specials-images.forbesimg.com/imageserve/064a602f59f8656c7e2a1765a579be37/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=219&cropY2=963,zhao xiaoqiang,2204,"Fashion & Retail  ==> fashion, entertainment",1,0
1,China,"1,400,795,960",18.1%,8 Jan 2020,National population clock,51,None,https://specials-images.forbesimg.com/imageserve/064a602f59f8656c7e2a1765a579be37/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=219&cropY2=963,zhu xingming,2206,Manufacturing  ==> electrical equipment,1,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,61,Male,https://specials-images.forbesimg.com/imageserve/5a7f3b7931358e4955ad1a39/416x416.jpg?background=000000&cropX1=5&cropX2=1013&cropY1=214&cropY2=1223,mukesh ambani,19,"Energy  ==> petrochemicals, oil & gas",40,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,72,Male,https://specials-images.forbesimg.com/imageserve/5a7f0e8231358e4955ad1813/416x416.jpg?background=000000&cropX1=979&cropX2=3562&cropY1=11&cropY2=2592,azim premji,59,Technology  ==> software services,18,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,72,Male,https://specials-images.forbesimg.com/imageserve/37d84982997cb979720fb6f28fa88067/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=111&cropY2=855,shiv nadar,98,Technology  ==> software services,14,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,63,Male,https://specials-images.forbesimg.com/imageserve/59d3d5c431358e542c0344ae/416x416.jpg?background=000000&cropX1=765&cropX2=2549&cropY1=102&cropY2=1887,radhakishan damani,151,"Finance and Investments  ==> investments, retail",10,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,86,Male,https://specials-images.forbesimg.com/imageserve/56ca6a42e4b062f6b59a3447/416x416.jpg?background=000000&cropX1=8&cropX2=744&cropY1=232&cropY2=968,kushal pal singh,272,Real Estate  ==> real estate,6,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,62,Male,https://specials-images.forbesimg.com/imageserve/5a7f033b4bbe6f2652f52cc9/416x416.jpg?background=000000&cropX1=532&cropX2=2491&cropY1=207&cropY2=2168,ajay piramal,412,Healthcare  ==> pharmaceuticals,4,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,76,Male,https://specials-images.forbesimg.com/imageserve/56cafcc7e4b062f6b59a354a/416x416.jpg?background=000000&cropX1=56&cropX2=703&cropY1=93&cropY2=741,b.r. shetty,566,Healthcare  ==> healthcare,4,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,None,Male,https://specials-images.forbesimg.com/imageserve/5abba482a7ea432fbc1d5d2a/416x416.jpg?background=000000&cropX1=1748&cropX2=4571&cropY1=233&cropY2=3058,sudhir & samir mehta,580,Diversified  ==> diversified,3,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,62,None,https://specials-images.forbesimg.com/imageserve/0ca251e6fe15d8e2d071c859d2cb26bc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=122&cropY2=866,mangal prabhat lodha,621,Real Estate  ==> real estate,3,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,65,Female,https://specials-images.forbesimg.com/imageserve/5a7f280a31358e4955ad1901/416x416.jpg?background=000000&cropX1=1272&cropX2=3866&cropY1=0&cropY2=2592,kiran mazumdar-shaw,638,Healthcare  ==> biotech,3,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,74,None,https://specials-images.forbesimg.com/imageserve/5a7f27bf31358e4955ad18fa/416x416.jpg?background=000000&cropX1=6&cropX2=1367&cropY1=376&cropY2=1737,karsanbhai patel,640,Diversified  ==> consumer goods,3,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,None,None,https://specials-images.forbesimg.com/imageserve/9d847c68baaab474610d6f09e72d3aff/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=300&cropY2=1044,kuldip singh & gurbachan singh dhingra,657,Manufacturing  ==> paints,3,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,69,Male,https://specials-images.forbesimg.com/imageserve/57d88af331358e16c5898fd0/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=250&cropY2=993,baba kalyani,664,Construction & Engineering  ==> engineering,3,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,66,Male,https://specials-images.forbesimg.com/imageserve/3d6327ec52d731d04f873fb1bed5b59b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=256&cropY2=1000,rishad naoroji,845,Diversified  ==> consumer goods,2,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,77,Male,https:http://specials-images.forbesimg.com/imageserve/b1bde4b8d73f0d81377ba1c1a1f1c9d1/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746,chandru raheja,879,Real Estate  ==> real estate,2,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,60,Male,https://specials-images.forbesimg.com/imageserve/57d88fc5a7ea430a8a19de14/416x416.jpg?background=000000&cropX1=0&cropX2=596&cropY1=205&cropY2=801,harsh goenka,1077,Diversified  ==> diversified,2,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,None,Male,https://specials-images.forbesimg.com/imageserve/56d0c6cde4b0c144a7f65c04/416x416.jpg?background=000000&cropX1=16&cropX2=704&cropY1=6&cropY2=694,murli dhar & bimal kumar gyanchandani,1079,Manufacturing  ==> Detergents,2,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,57,None,https://specials-images.forbesimg.com/imageserve/59d3deb14bbe6f37dd9fea04/416x416.jpg?background=000000&cropX1=986&cropX2=3052&cropY1=943&cropY2=3009,sanjiv goenka,1170,Diversified  ==> diversified,2,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,81,Male,https:http://specials-images.forbesimg.com/imageserve/57d88a054bbe6f6781c4f094/416x416.jpg?background=000000&cropX1=43&cropX2=744&cropY1=0&cropY2=701,yusuf hamied,1422,Healthcare  ==> pharmaceuticals,1,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,83,Male,https://specials-images.forbesimg.com/imageserve/5a7f296031358e4955ad19b8/416x416.jpg?background=000000&cropX1=371&cropX2=890&cropY1=30&cropY2=549,kishore mariwala,1443,Food and Beverage  ==> consumer goods,1,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,58,Male,https://specials-images.forbesimg.com/imageserve/b6ec72c8f5dd93465a57e31c7b17eea7/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743,achal bakeri,1483,Manufacturing  ==> air coolers,1,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,61,Male,https://specials-images.forbesimg.com/imageserve/5a7f265aa7ea431690132981/416x416.jpg?background=000000&cropX1=31&cropX2=620&cropY1=0&cropY2=589,joy alukkas,1567,Fashion & Retail  ==> jewelry,1,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,84,Male,https://specials-images.forbesimg.com/imageserve/58acbbeca7ea431f3219ea0a/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743,rajju shroff,1629,Manufacturing  ==> agrochemicals,1,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,71,Male,https://specials-images.forbesimg.com/imageserve/eddd809b5b22eb4f427650c5fdfe7542/416x416.jpg?background=000000&cropX1=32&cropX2=705&cropY1=122&cropY2=796,t.s. kalyanaraman,1694,Fashion & Retail  ==> jewelry,1,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,71,Male,https://specials-images.forbesimg.com/imageserve/5a7f246431358e4955ad18c8/416x416.jpg?background=000000&cropX1=1726&cropX2=2644&cropY1=453&cropY2=1370,hemendra kothari,1923,Finance and Investments  ==> Financial Services,1,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,63,Male,https://specials-images.forbesimg.com/imageserve/5a7f4dfba7ea431690132b99/416x416.jpg?background=000000&cropX1=766&cropX2=3614&cropY1=0&cropY2=2848,s.d. shibulal,1960,Technology  ==> software services,1,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,71,Male,https://specials-images.forbesimg.com/imageserve/5a7f1762a7ea431690132912/416x416.jpg?background=000000&cropX1=4&cropX2=2251&cropY1=13&cropY2=2258,chirayu amin,2003,Healthcare  ==> pharmaceuticals,1,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,60,Male,https://specials-images.forbesimg.com/imageserve/5a7f3f664bbe6f2652f52fc5/416x416.jpg?background=000000&cropX1=425&cropX2=2191&cropY1=355&cropY2=2122,nirmal minda,2177,Automotive  ==> auto parts,1,0
2,India,"1,357,082,950",17.5%,8 Jan 2020,National population clock,66,Male,https://specials-images.forbesimg.com/imageserve/5a8ed37ea7ea431690141785/416x416.jpg?background=000000&cropX1=375&cropX2=1281&cropY1=114&cropY2=1020,ravindra kishore sinha,2187,Service  ==> security services,1,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,62,None,https://specials-images.forbesimg.com/imageserve/5a942b7b31358e79a28a452b/416x416.jpg?background=000000&cropX1=285&cropX2=3498&cropY1=146&cropY2=3360,bill gates,2,Technology  ==> Microsoft,90,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,87,Male,https://specials-images.forbesimg.com/imageserve/5a8d9b3a31358e4955adf300/416x416.jpg?background=000000&cropX1=378&cropX2=2650&cropY1=52&cropY2=2322,warren buffett,3,Finance and Investments  ==> Berkshire Hathaway,84,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,78,Female,https://specials-images.forbesimg.com/imageserve/59d50d06a7ea436b47b36d84/416x416.jpg?background=000000&cropX1=154&cropX2=1649&cropY1=394&cropY2=1889,jacqueline mars,34,"Food and Beverage  ==> candy, pet food",23,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,65,None,https:http://specials-images.forbesimg.com/imageserve/57f4fbeb4bbe6f75c4fda22d/416x416.jpg?background=000000&cropX1=82&cropX2=675&cropY1=8&cropY2=601,paul allen,44,"Technology  ==> Microsoft, investments",21,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,54,Female,https://specials-images.forbesimg.com/imageserve/5a270a504bbe6f37e65991c9/416x416.jpg?background=000000&cropX1=1150&cropX2=4486&cropY1=0&cropY2=3333,laurene powell jobs,58,"Philanthropy/NGO  ==> Apple, Disney",18,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,32,Male,https://specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropX1=75&cropX2=2250&cropY1=5&cropY2=2181,lukas walton,85,Fashion & Retail  ==> Walmart,15,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,78,None,https://specials-images.forbesimg.com/imageserve/59d57d8d31358e542c03569c/416x416.jpg?background=000000&cropX1=210&cropX2=2245&cropY1=360&cropY2=2394,"john menard, jr.",134,Fashion & Retail  ==> home improvement stores,11,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,42,Male,https://specials-images.forbesimg.com/imageserve/801ec43bb68e10b5a7f598c40253255b/416x416.jpg?background=000000&cropX1=150&cropX2=594&cropY1=27&cropY2=472,jan koum,170,Technology  ==> WhatsApp,9,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,61,Male,https://specials-images.forbesimg.com/imageserve/5a7f52844bbe6f2652f530fe/416x416.jpg?background=000000&cropX1=32&cropX2=4500&cropY1=16&cropY2=4487,james chambers,178,Media & Entertainment  ==> media,8,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,77,None,https://specials-images.forbesimg.com/imageserve/59d584aba7ea436b47b37436/416x416.jpg?background=000000&cropX1=436&cropX2=3646&cropY1=70&cropY2=3280,john malone,188,Media & Entertainment  ==> cable television,8,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,75,Male,https://specials-images.forbesimg.com/imageserve/5a8d9c39a7ea43169014044f/416x416.jpg?background=000000&cropX1=0&cropX2=1996&cropY1=381&cropY2=2378,david geffen,192,"Media & Entertainment  ==> movies, record labels",8,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,87,Male,https://specials-images.forbesimg.com/imageserve/59d50e1f4bbe6f37dd9ff7dd/416x416.jpg?background=000000&cropX1=931&cropX2=2948&cropY1=485&cropY2=2501,george soros,195,Finance and Investments  ==> hedge funds,8,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,87,Male,https://specials-images.forbesimg.com/imageserve/57e5959f4bbe6f24d1f893d4/416x416.jpg?background=000000&cropX1=105&cropX2=617&cropY1=163&cropY2=675,"edward johnson, iii.",196,Finance and Investments  ==> money management,7,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,77,Male,https://specials-images.forbesimg.com/imageserve/ed18bc09e156f93af21f12d3b3bc2ff2/416x416.jpg?background=000000&cropX1=118&cropX2=646&cropY1=171&cropY2=700,david duffield,198,Technology  ==> business software,7,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,78,None,https://specials-images.forbesimg.com/imageserve/59d58aee31358e542c03572a/416x416.jpg?background=000000&cropX1=1246&cropX2=4470&cropY1=56&cropY2=3280,stephen ross,206,Real Estate  ==> real estate,7,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,84,None,https://specials-images.forbesimg.com/imageserve/5a7e00d831358e4955ad0b9f/416x416.jpg?background=000000&cropX1=521&cropX2=2885&cropY1=0&cropY2=2362,pauline macmillan keinath,208,Food and Beverage  ==> Cargill,7,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,66,Male,https://specials-images.forbesimg.com/imageserve/59d598c6a7ea436b47b3752d/416x416.jpg?background=000000&cropX1=692&cropX2=2272&cropY1=1315&cropY2=2896,john doerr,222,Technology  ==> venture capital,7,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,62,Male,https://specials-images.forbesimg.com/imageserve/59d588784bbe6f37dda003a0/416x416.jpg?background=000000&cropX1=818&cropX2=1919&cropY1=283&cropY2=1384,john paulson,263,Finance and Investments  ==> hedge funds,6,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,73,Male,https://specials-images.forbesimg.com/imageserve/59d590eea7ea436b47b3749e/416x416.jpg?background=000000&cropX1=266&cropX2=966&cropY1=8&cropY2=708,richard kinder,282,Energy  ==> pipelines,6,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,77,Male,https://specials-images.forbesimg.com/imageserve/59d59588a7ea436b47b374e0/416x416.jpg?background=000000&cropX1=1168&cropX2=4616&cropY1=395&cropY2=3840,robert kraft,283,Sports  ==> New England Patriots,6,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,59,Female,https://specials-images.forbesimg.com/imageserve/59d5935a4bbe6f37dda0047a/416x416.jpg?background=000000&cropX1=56&cropX2=877&cropY1=16&cropY2=838,valerie mars,303,"Food and Beverage  ==> candy, pet food",5,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,67,None,https://specials-images.forbesimg.com/imageserve/55fa16f3e4b0ffa7afe4ad04/416x416.jpg?background=000000&cropX1=124&cropX2=617&cropY1=81&cropY2=574,nancy walton laurie,308,Fashion & Retail  ==> Walmart,5,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,83,Male,https://specials-images.forbesimg.com/imageserve/198d7ce586e3b44a8067f1e6bdd424f2/416x416.jpg?background=000000&cropX1=282&cropX2=491&cropY1=160&cropY2=369,dennis washington,312,"Logistics  ==> construction, mining",5,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,76,None,https:http://specials-images.forbesimg.com/imageserve/a8e97df48d0b22d58aa783577ec6c714/416x416.jpg?background=000000&cropX1=95&cropX2=609&cropY1=89&cropY2=603,john tu,317,Technology  ==> computer hardware,5,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,55,Male,https://specials-images.forbesimg.com/imageserve/59d7e06331358e542c036d4d/416x416.jpg?background=000000&cropX1=920&cropX2=2166&cropY1=1080&cropY2=2326,jen-hsun huang,323,Technology  ==> semiconductors,5,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,85,None,https://specials-images.forbesimg.com/imageserve/59d596e94bbe6f37dda00492/416x416.jpg?background=000000&cropX1=1056&cropX2=2599&cropY1=320&cropY2=1863,charles johnson,324,Finance and Investments  ==> money management,5,0
3,United States,"330,552,139",4.26%,8 Jan 2020,National population clock,74,Male,https://specials-images.forbesimg.com/imageserve/5a8da9054bbe6f2652f620b4/416x416.jpg?background=000000&cropX1=472&cropX2=1681&cropY1=171&cropY2=1380,henry kravis,369,Finance and Investments  ==> private equity,5,0
