Source,worth BUSD, worthChange millions USD,age,gender,country,image,name,position
fashion & retail  ==> walmart,46,0,68,none,none,https://specials-images.forbesimg.com/imageserve/59d50b364bbe6f37dd9ff759/416x416.jpg?background=000000&cropx1=97&cropx2=1126&cropy1=114&cropy2=1143,alice walton,16
technology  ==> internet media,45,0,46,male,none,https://specials-images.forbesimg.com/imageserve/5a7cdf46a7ea431690130bf0/416x416.jpg?background=000000&cropx1=1094&cropx2=3921&cropy1=6&cropy2=2832,ma huateng,17
fashion & retail  ==> l'oreal,42,0,64,female,none,https://specials-images.forbesimg.com/imageserve/5a7def7631358e4955ad0a53/416x416.jpg?background=000000&cropx1=192&cropx2=973&cropy1=69&cropy2=849,francoise bettencourt meyers,18
"energy  ==> petrochemicals, oil & gas",40,0,61,male,india,https://specials-images.forbesimg.com/imageserve/5a7f3b7931358e4955ad1a39/416x416.jpg?background=000000&cropx1=5&cropx2=1013&cropy1=214&cropy2=1223,mukesh ambani,19
technology  ==> e-commerce,39,0,53,male,none,https://specials-images.forbesimg.com/imageserve/5aa1598031358e79a28b5731/416x416.jpg?background=000000&cropx1=1454&cropx2=3297&cropy1=547&cropy2=2389,jack ma,20
gambling & casinos  ==> casinos,38,0,84,none,none,https://specials-images.forbesimg.com/imageserve/5a8d9420a7ea43169014027b/416x416.jpg?background=000000&cropx1=935&cropx2=3219&cropy1=79&cropy2=2362,sheldon adelson,21
technology  ==> microsoft,38,0,62,male,none,https://specials-images.forbesimg.com/imageserve/59d50c47a7ea436b47b36d66/416x416.jpg?background=000000&cropx1=656&cropx2=2920&cropy1=354&cropy2=2617,steve ballmer,22
diversified  ==> diversified,34,0,90,male,hong kong,https://specials-images.forbesimg.com/imageserve/5a7e6e914bbe6f2652f52a98/416x416.jpg?background=000000&cropx1=623&cropx2=3280&cropy1=6&cropy2=2661,li ka-shing,23
real estate  ==> real estate,30,0,59,none,people's republic of china,https://specials-images.forbesimg.com/imageserve/5aecc8f4a7ea436b547c4c52/416x416.jpg?background=000000&cropx1=372&cropx2=2640&cropy1=490&cropy2=2756,hui ka yan,24
real estate  ==> real estate,30,0,90,male,hong kong,https://specials-images.forbesimg.com/imageserve/5a579beba7ea431690109b54/416x416.jpg?background=000000&cropx1=24&cropx2=1040&cropy1=66&cropy2=1082,lee shau kee,25
real estate  ==> real estate,30,0,63,male,none,https://specials-images.forbesimg.com/imageserve/5a7cf67f4bbe6f2652f510d4/416x416.jpg?background=000000&cropx1=810&cropx2=4091&cropy1=0&cropy2=3280,wang jianlin,26
fashion & retail  ==> supermarkets,29,0,66,nan,none,https://specials-images.forbesimg.com/imageserve/5a7e087531358e4955ad0cfe/416x416.jpg?background=000000&cropx1=19&cropx2=2172&cropy1=186&cropy2=2340,beate heister & karl albrecht jr.,27
fashion & retail  ==> nike,29,0,80,male,none,https://specials-images.forbesimg.com/imageserve/5a8d930431358e4955adf1bb/416x416.jpg?background=000000&cropx1=1463&cropx2=2400&cropy1=35&cropy2=972,phil knight,28
food and beverage  ==> beer,27,-672,78,male,none,https://specials-images.forbesimg.com/imageserve/5a7b803c4bbe6f2652f4ef67/416x416.jpg?background=000000&cropx1=794&cropx2=3457&cropy1=6&cropy2=2667,jorge paulo lemann,29
fashion & retail  ==> luxury goods,27,0,81,male,none,https://specials-images.forbesimg.com/imageserve/5a7def27a7ea431690131b94/416x416.jpg?background=000000&cropx1=12&cropx2=2668&cropy1=208&cropy2=2866,francois pinault,30
automotive  ==> auto parts,25,0,53,none,germany,https://specials-images.forbesimg.com/imageserve/5a7e12b631358e4955ad0fb2/416x416.jpg?background=000000&cropx1=835&cropx2=3880&cropy1=0&cropy2=3042,georg schaeffler,31
"automotive  ==> bmw, pharmaceuticals",25,0,56,female,none,https://specials-images.forbesimg.com/imageserve/5a7e45f64bbe6f2652f5295a/416x416.jpg?background=000000&cropx1=10&cropx2=1120&cropy1=126&cropy2=1236,susanne klatten,32
media & entertainment  ==> media,25,0,61,male,none,https://specials-images.forbesimg.com/imageserve/5a7ba72aa7ea43169012f1b4/416x416.jpg?background=000000&cropx1=566&cropx2=3532&cropy1=6&cropy2=2972,david thomson,33
"food and beverage  ==> candy, pet food",23,0,78,female,united states,https://specials-images.forbesimg.com/imageserve/59d50d06a7ea436b47b36d84/416x416.jpg?background=000000&cropx1=154&cropx2=1649&cropy1=394&cropy2=1889,jacqueline mars,34
"food and beverage  ==> candy, pet food",23,0,82,male,none,https://specials-images.forbesimg.com/imageserve/59d50d06a7ea436b47b36d84/416x416.jpg?background=000000&cropx1=154&cropx2=1649&cropy1=394&cropy2=1889,john mars,35
finance and investments  ==> banking,23,0,79,male,brazil,https:http://specials-images.forbesimg.com/imageserve/5722763231358e1869e2bbc0/416x416.jpg?background=000000&cropx1=161&cropx2=647&cropy1=16&cropy2=502,joseph safra,36
"food and beverage  ==> nutella, chocolates",23,0,53,male,italy,https:http://specials-images.forbesimg.com/imageserve/5722763231358e1869e2bbc0/416x416.jpg?background=000000&cropx1=161&cropx2=647&cropy1=16&cropy2=502,giovanni ferrero,37
food and beverage  ==> red bull,23,0,74,male,none,https://specials-images.forbesimg.com/imageserve/5a7b6c3831358e4955acdba2/416x416.jpg?background=000000&cropx1=790&cropx2=3611&cropy1=12&cropy2=2832,dietrich mateschitz,38
technology  ==> dell computers,22,0,53,none,usa,https://specials-images.forbesimg.com/imageserve/58c1d2e731358e1a35acba6b/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=163&cropy2=907,michael dell,39
"telecom  ==> internet, telecom",22,0,60,male,japan,https://specials-images.forbesimg.com/imageserve/5ac24da531358e4112b689b7/416x416.jpg?background=000000&cropx1=864&cropx2=4200&cropy1=0&cropy2=3334,masayoshi son,40
diversified  ==> diversified,22,0,93,male,none,https://specials-images.forbesimg.com/imageserve/5a7dfc4a31358e4955ad0b78/416x416.jpg?background=000000&cropx1=598&cropx2=3315&cropy1=99&cropy2=2816,serge dassault,41
automotive  ==> bmw,22,0,52,male,none,https://specials-images.forbesimg.com/imageserve/56c7cdc0e4b062f6b59a2400/416x416.jpg?background=000000&cropx1=5&cropx2=744&cropy1=3&cropy2=743,stefan quandt,42
real estate  ==> real estate,21,0,37,none,none,https://specials-images.forbesimg.com/imageserve/5a0b1b83a7ea436b47b558ba/416x416.jpg?background=000000&cropx1=1&cropx2=600&cropy1=3&cropy2=602,yang huiyan,43
"technology  ==> microsoft, investments",21,0,65,none,united states,https:http://specials-images.forbesimg.com/imageserve/57f4fbeb4bbe6f75c4fda22d/416x416.jpg?background=000000&cropx1=82&cropx2=675&cropy1=8&cropy2=601,paul allen,44
fashion & retail  ==> eyeglasses,21,0,83,male,italy,https://specials-images.forbesimg.com/imageserve/5a7f931f31358e4955ad1e20/416x416.jpg?background=000000&cropx1=4&cropx2=1440&cropy1=4&cropy2=1440,leonardo del vecchio,45
fashion & retail  ==> retail,20,0,78,male,none,https://specials-images.forbesimg.com/imageserve/5a7f931f31358e4955ad1e20/416x416.jpg?background=000000&cropx1=4&cropx2=1440&cropy1=4&cropy2=1440,dieter schwarz,46
finance and investments  ==> discount brokerage,20,0,73,male,none,https://specials-images.forbesimg.com/imageserve/59d55c694bbe6f37dda00008/416x416.jpg?background=000000&cropx1=904&cropx2=2836&cropy1=905&cropy2=2839,thomas peterffy,47
"fashion & retail  ==> aldi, trader joe's",20,0,67,none,germany,https://specials-images.forbesimg.com/imageserve/59d55c694bbe6f37dda00008/416x416.jpg?background=000000&cropx1=904&cropx2=2836&cropy1=905&cropy2=2839,"theo albrecht, jr.",48
diversified  ==> diversified,20,0,61,male,none,https://specials-images.forbesimg.com/imageserve/59d50f2831358e542c034f95/416x416.jpg?background=000000&cropx1=963&cropx2=2028&cropy1=234&cropy2=1299,len blavatnik,49
manufacturing  ==> home appliances,20,0,75,male,none,https://specials-images.forbesimg.com/imageserve/5a7cb54ca7ea431690130761/416x416.jpg?background=000000&cropx1=210&cropx2=1953&cropy1=660&cropy2=2404,he xiangjian,50
gambling & casinos  ==> casinos,20,0,89,male,hong kong,https://specials-images.forbesimg.com/imageserve/5a7e7153a7ea431690132553/416x416.jpg?background=000000&cropx1=1591&cropx2=4746&cropy1=14&cropy2=3168,lui che woo,51
finance and investments  ==> hedge funds,20,0,80,male,none,https://specials-images.forbesimg.com/imageserve/5a8d914e4bbe6f2652f61c2f/416x416.jpg?background=000000&cropx1=2670&cropx2=3520&cropy1=341&cropy2=1190,james simons,52
diversified  ==> diversified,20,0,93,male,philippines,https://specials-images.forbesimg.com/imageserve/5a8ed22d31358e4955ae072b/416x416.jpg?background=000000&cropx1=568&cropx2=3083&cropy1=131&cropy2=2647,henry sy,53
automotive  ==> tesla motors,19,0,46,male,usa,https://specials-images.forbesimg.com/imageserve/5a8d90fd4bbe6f2652f61c15/416x416.jpg?background=000000&cropx1=0&cropx2=1999&cropy1=159&cropy2=2159,elon musk,54
diversified  ==> diversified,19,0,-2019,male,none,https://specials-images.forbesimg.com/imageserve/5a8159ea4bbe6f2652f547d4/416x416.jpg?background=000000&cropx1=1029&cropx2=3189&cropy1=6&cropy2=2165,hinduja family,55
fashion & retail  ==> fashion retail,19,0,69,male,none,https://specials-images.forbesimg.com/imageserve/5ac24e1ca7ea432fbc1dc7fa/416x416.jpg?background=000000&cropx1=874&cropx2=2885&cropy1=491&cropy2=2501,tadashi yanai,56
"metals & mining  ==> steel, transport",19,0,62,none,russia,https://specials-images.forbesimg.com/imageserve/5a80c93d31358e4955ad2cb5/416x416.jpg?background=000000&cropx1=9&cropx2=1871&cropy1=148&cropy2=2012,vladimir lisin,57
"philanthropy/ngo  ==> apple, disney",18,0,54,female,united states,https://specials-images.forbesimg.com/imageserve/5a270a504bbe6f37e65991c9/416x416.jpg?background=000000&cropx1=1150&cropx2=4486&cropy1=0&cropy2=3333,laurene powell jobs,58
technology  ==> software services,18,0,72,male,india,https://specials-images.forbesimg.com/imageserve/5a7f0e8231358e4955ad1813/416x416.jpg?background=000000&cropx1=979&cropx2=3562&cropy1=11&cropy2=2592,azim premji,59
"metals & mining  ==> steel, investments",18,0,52,none,none,https://specials-images.forbesimg.com/imageserve/5a808e7a4bbe6f2652f53d31/416x416.jpg?background=000000&cropx1=846&cropx2=3515&cropy1=0&cropy2=2667,alexey mordashov,60
diversified  ==> samsung,18,0,76,male,none,https://specials-images.forbesimg.com/imageserve/58f8d8e84bbe6f1aff4612ef/416x416.jpg?background=000000&cropx1=0&cropx2=705&cropy1=31&cropy2=737,lee kun-hee,61
metals & mining  ==> steel,18,0,68,male,none,https://specials-images.forbesimg.com/imageserve/59cbfbf5a7ea434a34f46a72/416x416.jpg?background=000000&cropx1=15&cropx2=2362&cropy1=10&cropy2=2359,lakshmi mittal,62
service  ==> package delivery,18,0,48,male,none,https://specials-images.forbesimg.com/imageserve/5a7cf9f7a7ea431690130d30/416x416.jpg?background=000000&cropx1=1243&cropx2=2927&cropy1=150&cropy2=1834,wang wei,63
"energy  ==> gas, chemicals",18,0,62,male,none,https://specials-images.forbesimg.com/imageserve/5a80ab314bbe6f2652f53efa/416x416.jpg?background=000000&cropx1=654&cropx2=3172&cropy1=5&cropy2=2522,leonid mikhelson,64
"food and beverage  ==> drinks, real estate",17,0,74,male,thailand,https://specials-images.forbesimg.com/imageserve/58a2956ca7ea431f321976b1/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=85&cropy2=829,charoen sirivadhanabhakdi,65
construction & engineering  ==> construction,17,0,89,male,ireland,https://specials-images.forbesimg.com/imageserve/222dbe79a423261046cbdb42ac70e16b/416x416.jpg?background=000000&cropx1=3&cropx2=744&cropy1=3&cropy2=744,pallonji mistry,66
finance and investments  ==> hedge funds,17,0,68,male,none,https://specials-images.forbesimg.com/imageserve/5ac959f74bbe6f2310f1e05c/416x416.jpg?background=000000&cropx1=777&cropx2=3143&cropy1=114&cropy2=2478,ray dalio,67
manufacturing  ==> sensors,17,0,73,male,japan,https://specials-images.forbesimg.com/imageserve/5a0a24205655325303469e7ab36397dc/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=116&cropy2=860,takemitsu takizaki,68
technology  ==> online games,17,0,46,none,none,https://specials-images.forbesimg.com/imageserve/5a7d09364bbe6f2652f51155/416x416.jpg?background=000000&cropx1=4&cropx2=1672&cropy1=396&cropy2=2063,william ding,69
"finance and investments  ==> banking, tobacco",17,0,77,male,none,https://specials-images.forbesimg.com/imageserve/b8d46ef97d58d450be629bd0fddc9a6e/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=10&cropy2=754,r. budi hartono,70
metals & mining  ==> mining,17,-1,64,female,none,https://specials-images.forbesimg.com/imageserve/59f73f7831358e542c046b65/416x416.jpg?background=000000&cropx1=211&cropx2=1123&cropy1=82&cropy2=995,gina rinehart,71
metals & mining  ==> mining,17,0,64,male,mexico,https://specials-images.forbesimg.com/imageserve/597a47174bbe6f3eb800b6b8/416x416.jpg?background=000000&cropx1=1901&cropx2=3603&cropy1=368&cropy2=2069,german larrea mota velasco,72
finance and investments  ==> investments,16,0,82,male,none,https://specials-images.forbesimg.com/imageserve/57e5739ca7ea430a8a1a2b8f/416x416.jpg?background=000000&cropx1=74&cropx2=744&cropy1=74&cropy2=744,carl icahn,73
fashion & retail  ==> h&m,16,0,70,male,none,https://specials-images.forbesimg.com/imageserve/5a8121d54bbe6f2652f545f0/416x416.jpg?background=000000&cropx1=599&cropx2=2597&cropy1=15&cropy2=2015,stefan persson,74
"manufacturing  ==> banking, tobacco",16,0,78,male,none,https://specials-images.forbesimg.com/imageserve/5a8121d54bbe6f2652f545f0/416x416.jpg?background=000000&cropx1=599&cropx2=2597&cropy1=15&cropy2=2015,michael hartono,75
real estate  ==> real estate,16,0,66,male,none,https://specials-images.forbesimg.com/imageserve/5a7e6ca6a7ea431690132547/416x416.jpg?background=000000&cropx1=125&cropx2=1076&cropy1=81&cropy2=1033,joseph lau,76
real estate  ==> real estate,16,0,-2019,none,hong kong,https://specials-images.forbesimg.com/imageserve/5a579cfd4bbe6f2652f2517c/416x416.jpg?background=000000&cropx1=152&cropx2=1061&cropy1=6&cropy2=915,thomas & raymond kwok,77
energy  ==> oil,16,0,67,male,none,https://specials-images.forbesimg.com/imageserve/5a80c400a7ea431690133cb7/416x416.jpg?background=000000&cropx1=481&cropx2=2139&cropy1=0&cropy2=1658,vagit alekperov,78
manufacturing  ==> chemicals,16,0,65,male,none,https://specials-images.forbesimg.com/imageserve/5a815b254bbe6f2652f547e0/416x416.jpg?background=000000&cropx1=252&cropx2=2046&cropy1=814&cropy2=2608,james ratcliffe,79
real estate  ==> real estate,16,0,86,none,none,https://specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropx1=126&cropx2=651&cropy1=31&cropy2=556,donald bren,80
metals & mining  ==> mining,16,0,75,female,chile,https://specials-images.forbesimg.com/imageserve/57e575c94bbe6f24d1f891ce/416x416.jpg?background=000000&cropx1=126&cropx2=651&cropy1=31&cropy2=556,iris fontbona,81
"energy  ==> oil, gas",16,0,65,male,none,https://specials-images.forbesimg.com/imageserve/5a80a596a7ea431690133b09/416x416.jpg?background=000000&cropx1=5&cropx2=2533&cropy1=460&cropy2=2990,gennady timchenko,82
finance and investments  ==> money management,15,0,56,female,none,https:http://specials-images.forbesimg.com/imageserve/57e570c54bbe6f24d1f891b6/416x416.jpg?background=000000&cropx1=63&cropx2=615&cropy1=68&cropy2=621,abigail johnson,83
metals & mining  ==> metals,15,0,57,none,russia,https://specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropx1=75&cropx2=2250&cropy1=5&cropy2=2181,vladimir potanin,84
fashion & retail  ==> walmart,15,0,32,male,united states,https://specials-images.forbesimg.com/imageserve/5a80c98d31358e4955ad2cc0/416x416.jpg?background=000000&cropx1=75&cropx2=2250&cropy1=5&cropy2=2181,lukas walton,85
food and beverage  ==> heineken,15,0,63,female,none,https://specials-images.forbesimg.com/imageserve/5a7fd414a7ea4316901331b7/416x416.jpg?background=000000&cropx1=0&cropx2=3280&cropy1=887&cropy2=4168,charlene de carvalho-heineken,86
technology  ==> internet media,15,0,46,male,none,https://specials-images.forbesimg.com/imageserve/8c2c90c2667221740e4fe57cde754bf8/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=18&cropy2=762,zhang zhidong,87
finance and investments  ==> banking,15,0,54,male,none,https://specials-images.forbesimg.com/imageserve/4023ab5df9aad04f544e7dfde9031598/416x416.jpg?background=000000&cropx1=32&cropx2=723&cropy1=3&cropy2=694,petr kellner,88
"energy  ==> coal, fertilizers",15,0,46,male,russia,https://specials-images.forbesimg.com/imageserve/5a809da44bbe6f2652f53def/416x416.jpg?background=000000&cropx1=651&cropx2=3302&cropy1=6&cropy2=2656,andrey melnichenko,89
"real estate  ==> investments, real estate",15,0,-2019,none,none,https://specials-images.forbesimg.com/imageserve/58ee56d9a7ea437ada262e00/416x416.jpg?background=000000&cropx1=253&cropx2=1732&cropy1=64&cropy2=1543,david & simon reuben,90
logistics  ==> shipping,15,0,81,none,germany,https://specials-images.forbesimg.com/imageserve/5a7e288b31358e4955ad1159/416x416.jpg?background=000000&cropx1=2640&cropx2=4000&cropy1=400&cropy2=1760,klaus-michael kuehne,91
automotive  ==> automobiles,15,0,55,male,china,https://specials-images.forbesimg.com/imageserve/5a7ccad231358e4955acf931/416x416.jpg?background=000000&cropx1=488&cropx2=1703&cropy1=161&cropy2=1377,li shufu,92
"energy  ==> oil, banking, telecom",15,0,54,male,none,https://specials-images.forbesimg.com/imageserve/5a80ac47a7ea431690133b64/416x416.jpg?background=000000&cropx1=534&cropx2=3793&cropy1=7&cropy2=3263,mikhail fridman,93
"media & entertainment  ==> newspapers, tv network",15,0,87,male,none,https://specials-images.forbesimg.com/imageserve/5a8d934d4bbe6f2652f61c74/416x416.jpg?background=000000&cropx1=0&cropx2=1559&cropy1=81&cropy2=1639,rupert murdoch,94
diversified  ==> diversified,14,0,79,male,none,https://specials-images.forbesimg.com/imageserve/58accecd4bbe6f0e55874019/416x416.jpg?background=000000&cropx1=61&cropx2=684&cropy1=226&cropy2=850,dhanin chearavanont,95
"diversified  ==> palm oil, shipping, property",14,0,94,male,none,https://specials-images.forbesimg.com/imageserve/4f21e64d970512f81a766649fb072f0d/416x416.jpg?background=000000&cropx1=3&cropx2=744&cropy1=2&cropy2=743,robert kuok,96
food and beverage  ==> cheese,14,0,47,none,none,https://specials-images.forbesimg.com/imageserve/4f21e64d970512f81a766649fb072f0d/416x416.jpg?background=000000&cropx1=3&cropx2=744&cropy1=2&cropy2=743,emmanuel besnier,97
technology  ==> software services,14,0,72,male,india,https://specials-images.forbesimg.com/imageserve/37d84982997cb979720fb6f28fa88067/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=111&cropy2=855,shiv nadar,98
"energy  ==> metals, energy",14,0,61,male,russia,https://specials-images.forbesimg.com/imageserve/5a80c89231358e4955ad2ca8/416x416.jpg?background=000000&cropx1=752&cropx2=3164&cropy1=5&cropy2=2416,viktor vekselberg,99
"manufacturing  ==> cement, sugar, flour",14,0,61,male,nigeria,https://specials-images.forbesimg.com/imageserve/5a7fd828a7ea43169013322e/416x416.jpg?background=000000&cropx1=240&cropx2=2897&cropy1=11&cropy2=2667,aliko dangote,100
energy  ==> oil & gas,14,0,72,male,usa,https://specials-images.forbesimg.com/imageserve/59d563d8a7ea436b47b371d7/416x416.jpg?background=000000&cropx1=1310&cropx2=2937&cropy1=960&cropy2=2589,harold hamm,101
finance and investments  ==> hedge funds,14,0,62,male,none,https://specials-images.forbesimg.com/imageserve/5a8d946e4bbe6f2652f61ca6/416x416.jpg?background=000000&cropx1=743&cropx2=3320&cropy1=91&cropy2=2667,steve cohen,102
technology  ==> facebook,14,0,35,male,none,https://specials-images.forbesimg.com/imageserve/5a8d9076a7ea43169014020b/416x416.jpg?background=000000&cropx1=1208&cropx2=3374&cropy1=81&cropy2=2246,dustin moskovitz,103
food and beverage  ==> beer,14,-546,68,none,none,https://specials-images.forbesimg.com/imageserve/5a7b8dd54bbe6f2652f4f0fa/416x416.jpg?background=000000&cropx1=6&cropx2=1812&cropy1=862&cropy2=2667,marcel herrmann telles,104
manufacturing  ==> fasteners,13,0,83,none,germany,https://specials-images.forbesimg.com/imageserve/5a7e391a4bbe6f2652f528b8/416x416.jpg?background=000000&cropx1=562&cropx2=2916&cropy1=10&cropy2=2362,reinhold wuerth,105
media & entertainment  ==> satellite tv,13,0,65,none,none,https://specials-images.forbesimg.com/imageserve/59d55b4331358e542c035479/416x416.jpg?background=000000&cropx1=1400&cropx2=3175&cropy1=55&cropy2=1832,charles ergen,106
technology  ==> google,13,0,63,male,none,https://specials-images.forbesimg.com/imageserve/58c19b99a7ea431f321ad8d9/416x416.jpg?background=000000&cropx1=90&cropx2=631&cropy1=47&cropy2=588,eric schmidt,107
finance and investments  ==> investments,13,0,78,male,none,https://specials-images.forbesimg.com/imageserve/58c1d4a4a7ea431f321add5b/416x416.jpg?background=000000&cropx1=23&cropx2=732&cropy1=37&cropy2=746,philip anschutz,108
media & entertainment  ==> media,13,0,70,male,none,https://specials-images.forbesimg.com/imageserve/59d5622d31358e542c0354a1/416x416.jpg?background=000000&cropx1=4433&cropx2=5352&cropy1=2354&cropy2=3272,jim kennedy,109
media & entertainment  ==> media,13,0,68,none,none,https://specials-images.forbesimg.com/imageserve/59d5622d31358e542c0354a1/416x416.jpg?background=000000&cropx1=4433&cropx2=5352&cropy1=2354&cropy2=3272,blair parry-okeden,110
fashion & retail  ==> chanel,13,0,69,male,none,https://specials-images.forbesimg.com/imageserve/5a7de73f31358e4955ad0986/416x416.jpg?background=000000&cropx1=11&cropx2=1445&cropy1=0&cropy2=1434,alain wertheimer,111
fashion & retail  ==> chanel,13,0,67,male,none,https://specials-images.forbesimg.com/imageserve/5a7df0a7a7ea431690131ba8/416x416.jpg?background=000000&cropx1=5&cropx2=2632&cropy1=235&cropy2=2861,gerard wertheimer,112
fashion & retail  ==> estee lauder,12,0,81,male,none,https://specials-images.forbesimg.com/imageserve/59d57d2631358e542c035675/416x416.jpg?background=000000&cropx1=0&cropx2=3457&cropy1=258&cropy2=3713,leonard lauder,113
construction & engineering  ==> brakes,12,0,77,none,none,https://specials-images.forbesimg.com/imageserve/56c7ceace4b062f6b59a2407/416x416.jpg?background=000000&cropx1=2&cropx2=744&cropy1=131&cropy2=874,heinz hermann thiele,114
healthcare  ==> pharmaceuticals,12,0,62,male,none,https://specials-images.forbesimg.com/imageserve/59cbfe1aa7ea434a34f46ad9/416x416.jpg?background=000000&cropx1=731&cropx2=3388&cropy1=11&cropy2=2667,dilip shanghvi,115
technology  ==> software,12,0,74,none,none,https://specials-images.forbesimg.com/imageserve/5a7e164e31358e4955ad1051/416x416.jpg?background=000000&cropx1=11&cropx2=2667&cropy1=23&cropy2=2680,hasso plattner,116
finance and investments  ==> investments,12,0,71,male,usa,https://specials-images.forbesimg.com/imageserve/59d560a8a7ea436b47b37189/416x416.jpg?background=000000&cropx1=1295&cropx2=3190&cropy1=523&cropy2=2417,stephen schwarzman,117
technology  ==> smartphones,12,0,48,none,china,https://specials-images.forbesimg.com/imageserve/5a7cc5bda7ea4316901308f6/416x416.jpg?background=000000&cropx1=15&cropx2=2220&cropy1=44&cropy2=2248,lei jun,118
manufacturing  ==> packaging,12,0,92,male,none,https://specials-images.forbesimg.com/imageserve/58a287e831358e1a35ab5409/416x416.jpg?background=000000&cropx1=2&cropx2=744&cropy1=73&cropy2=816,hans rausing,119
"metals & mining  ==> steel, telecom, investments",12,0,64,male,russia,https://specials-images.forbesimg.com/imageserve/5a8090a631358e4955ad29b0/416x416.jpg?background=000000&cropx1=1520&cropx2=3943&cropy1=269&cropy2=2692,alisher usmanov,120
media & entertainment  ==> media,12,0,88,male,none,https://specials-images.forbesimg.com/imageserve/5a8d9b9ca7ea431690140421/416x416.jpg?background=000000&cropx1=466&cropx2=2788&cropy1=140&cropy2=2464,donald newhouse,121
real estate  ==> real estate,12,0,71,male,none,https://specials-images.forbesimg.com/imageserve/5877bbb84bbe6f1f20eace2a/416x416.jpg?background=000000&cropx1=55&cropx2=652&cropy1=87&cropy2=685,peter woo,122
finance and investments  ==> banking,12,0,85,male,colombia,https://specials-images.forbesimg.com/imageserve/5a7dcba04bbe6f2652f51b84/416x416.jpg?background=000000&cropx1=182&cropx2=1680&cropy1=87&cropy2=1584,luis carlos sarmiento,123
technology  ==> internet search,12,0,49,male,none,https://specials-images.forbesimg.com/imageserve/5a7ceb4f4bbe6f2652f5106b/416x416.jpg?background=000000&cropx1=2954&cropx2=5159&cropy1=238&cropy2=2442,robin li,124
food and beverage  ==> beer,12,-546,70,none,none,https://specials-images.forbesimg.com/imageserve/5a8ddcfd4bbe6f2652f6287e/416x416.jpg?background=000000&cropx1=124&cropx2=661&cropy1=0&cropy2=537,carlos alberto sicupira,125
healthcare  ==> biotech,11,0,60,male,none,https://specials-images.forbesimg.com/imageserve/553925b5e4b0bacdbd748e16/416x416.jpg?background=000000&cropx1=61&cropx2=628&cropy1=87&cropy2=654,seo jung-jin,126
diversified  ==> commodities,11,0,51,male,none,https://specials-images.forbesimg.com/imageserve/56ca6247e4b062f6b59a2f96/416x416.jpg?background=000000&cropx1=0&cropx2=744&cropy1=280&cropy2=1024,kumar birla,127
real estate  ==> real estate,11,0,50,none,none,https://specials-images.forbesimg.com/imageserve/5a7e04f431358e4955ad0c06/416x416.jpg?background=000000&cropx1=126&cropx2=900&cropy1=176&cropy2=950,alexander otto,128
fashion & retail  ==> drugstores,11,-4,77,male,italy,https://specials-images.forbesimg.com/imageserve/5a7fa0904bbe6f2652f53414/416x416.jpg?background=000000&cropx1=954&cropx2=3605&cropy1=6&cropy2=2656,stefano pessina,129
technology  ==> software,11,0,-2019,none,germany,https://specials-images.forbesimg.com/imageserve/5a7fa0904bbe6f2652f53414/416x416.jpg?background=000000&cropx1=954&cropx2=3605&cropy1=6&cropy2=2656,udo & harald tschira,130
"metals & mining  ==> mining, copper products",11,0,50,male,none,https://specials-images.forbesimg.com/imageserve/cf65372d0041b89469dfc064d15d21ca/416x416.jpg?background=000000&cropx1=6&cropx2=595&cropy1=433&cropy2=1023,wang wenyin,131
"finance and investments  ==> banks, real estate",11,0,65,male,none,https://specials-images.forbesimg.com/imageserve/572275fc31358e1869e2bbb5/416x416.jpg?background=000000&cropx1=23&cropx2=651&cropy1=24&cropy2=652,andrew beal,132
"food and beverage  ==> oyster sauce, real estate",11,0,88,male,hong kong,https://specials-images.forbesimg.com/imageserve/56898008e4b0ffa7afe8a698/416x416.jpg?background=000000&cropx1=237&cropx2=535&cropy1=235&cropy2=533,lee man tat,133
fashion & retail  ==> home improvement stores,11,0,78,none,united states,https://specials-images.forbesimg.com/imageserve/59d57d8d31358e542c03569c/416x416.jpg?background=000000&cropx1=210&cropx2=2245&cropy1=360&cropy2=2394,"john menard, jr.",134
"food and beverage  ==> snacks, beverages",11,0,60,male,people's republic of china,https://specials-images.forbesimg.com/imageserve/5a05f0a14bbe6f37dda22921/416x416.jpg?background=000000&cropx1=9&cropx2=4009&cropy1=480&cropy2=4484,xu shihui,135
technology  ==> security software,11,0,47,male,none,https://specials-images.forbesimg.com/imageserve/936450a91a016db56ea72c10985090a2/416x416.jpg?background=000000&cropx1=8&cropx2=733&cropy1=18&cropy2=743,zhou hongyi,136
finance and investments  ==> video surveillance,11,0,53,male,hong kong,https://specials-images.forbesimg.com/imageserve/5a7e6a88a7ea43169013252c/416x416.jpg?background=000000&cropx1=1000&cropx2=4170&cropy1=0&cropy2=3167,gong hongjia,137
